aarónico, ca=cat: A;source: ;
epatante=cat: A;source: ;
epatar=cat: VT;source: ;
epazote=cat: M;source: ;
epéndimo=cat: M;source: ;
epéntesis=cat: F;source: ;
epentético, ca=cat: A;source: ;
eperlán=cat: M;source: ;
eperlano=cat: M;source: ;
épicamente=cat: R;source: ;
epicanto=cat: M;source: ;
epicarpio=cat: M;source: ;
epi-=cat: ;source: ;
epicedio=cat: M;source: ;
epiceno=cat: M;source: ;
epicentro=cat: M;source: ;
epiceyo=cat: M;source: ;
epicíclico, ca=cat: A;source: ;
epiciclo=cat: M;source: ;
epicicloide=cat: F;source: ;
épico, ca=cat: A,F;source: ;
epicureísmo=cat: M;source: ;
epicúreo, a=cat: A;source: ;
epidemia=cat: F;source: ;
epidemial=cat: A;source: ;
epidemicidad=cat: F;source: ;
epidémico, ca=cat: A;source: ;
epidemiología=cat: F;source: ;
epidemiológico, ca=cat: A;source: ;
epidemiólogo, ga=cat: MF;source: ;
epidérmico, ca=cat: A;source: ;
epidermis=cat: F;source: ;
epidiascopio=cat: M;source: ;
epidiáscopo=cat: M;source: ;
epidídimo=cat: M;source: ;
epidural=cat: A;source: ;
epifanía=cat: F;source: ;
epifenómeno=cat: M;source: ;
epífisis=cat: F;source: ;
epifito, ta=cat: A;source: ;
epifonema=cat: F;source: ;
epífora=cat: F;source: ;
epigástrico, ca=cat: A;source: ;
epigastrio=cat: M;source: ;
epigénesis=cat: F;source: ;
epigenético, ca=cat: A;source: ;
epigeo, a=cat: A;source: ;
epiglosis=cat: F;source: ;
epiglotis=cat: F;source: ;
epígono=cat: M;source: ;
epígrafe=cat: M;source: ;
epigrafía=cat: F;source: ;
epigráfico, ca=cat: A;source: ;
epigrafista=cat: ;source: ;
epigrama=cat: M;source: ;
epigramatario, ria=cat: A,M;source: ;
epigramáticamente=cat: R;source: ;
epigramático, ca=cat: A;source: ;
epigramatista=cat: ;source: ;
epigramatizar=cat: VT;source: ;
epigramista=cat: ;source: ;
epilense=cat: A;source: ;
epilepsia=cat: F;source: ;
epiléptico, ca=cat: A;source: ;
epileptiforme=cat: A;source: ;
epilogación=cat: F;source: ;
epilogal=cat: A;source: ;
epilogar=cat: VT;source: ;
epilogismo=cat: M;source: ;
epílogo=cat: M;source: ;
epímone=cat: F;source: ;
epinefrina=cat: F;source: ;
epinicio=cat: M;source: ;
epiparásito, ta=cat: A;source: ;
epiplón=cat: M;source: ;
epiquerema=cat: M;source: ;
epiqueya=cat: F;source: ;
epirota=cat: A;source: ;
epirótico, ca=cat: A;source: ;
episcopado=cat: M;source: ;
episcopal=cat: A,M;source: ;
episcopalismo=cat: M;source: ;
episcopologio=cat: M;source: ;
episiotomía=cat: F;source: ;
episódicamente=cat: R;source: ;
episódico, ca=cat: A;source: ;
episodio=cat: M;source: ;
epispástico, ca=cat: A;source: ;
epistaxis=cat: F;source: ;
episteme=cat: F;source: ;
epistémico, ca=cat: A;source: ;
epistemología=cat: F;source: ;
epistemológico, ca=cat: A;source: ;
epístola=cat: F;source: ;
epistolar=cat: A;source: ;
epistolario=cat: M;source: ;
epistolero=cat: M;source: ;
epistólico, ca=cat: A;source: ;
epistolio=cat: M;source: ;
epistológrafo, fa=cat: MF;source: ;
epístrofe=cat: F;source: ;
epitáfico, ca=cat: A;source: ;
epitafio=cat: M;source: ;
epitalámico, ca=cat: A;source: ;
epitalamio=cat: M;source: ;
epítasis=cat: F;source: ;
epitelial=cat: A;source: ;
epitelio=cat: M;source: ;
epitelioma=cat: M;source: ;
epítema=cat: F;source: ;
epíteto=cat: M;source: ;
epítima=cat: F;source: ;
epitimar=cat: VT;source: ;
epítimo=cat: M;source: ;
epitomadamente=cat: R;source: ;
epitomador, ra=cat: A;source: ;
epitomar=cat: VT;source: ;
epítome=cat: M;source: ;
epítrito=cat: M;source: ;
epítrope=cat: F;source: ;
epizoario, ria=cat: A;source: ;
epizootia=cat: F;source: ;
epizoótico, ca=cat: A;source: ;
epizootiología=cat: F;source: ;
época=cat: F,LAdj;source: ;
epo=cat: F;source: ;
epoda=cat: F;source: ;
epodo=cat: M;source: ;
epónimo, ma=cat: A;source: ;
epopeya=cat: F;source: ;
epoto, ta=cat: A;source: ;
epoxi=cat: A,M;source: ;
épsilon=cat: F;source: ;
epsomita=cat: F;source: ;
epulón=cat: M;source: ;
equeco=cat: M;source: ;
equiángulo, la=cat: A;source: ;
equi-=cat: ;source: ;
equidad=cat: F;source: ;
equidiferencia=cat: F;source: ;
equidistancia=cat: F;source: ;
equidistante=cat: A;source: ;
equidistar=cat: VI;source: ;
equidistribución=cat: F;source: ;
equidna=cat: M;source: ;
équido, da=cat: A,M;source: ;
equilátero, ra=cat: A;source: ;
equilibrado, da=cat: A;source: ;
equilibrador, ra=cat: A;source: ;
equilibrar=cat: VT;source: ;
equilibre=cat: A;source: ;
equilibrio=cat: M;source: ;
equilibrismo=cat: M;source: ;
equilibrista=cat: A;source: ;
equimosis=cat: F;source: ;
equinoccial=cat: A,F;source: ;
equinoccio=cat: M;source: ;
equinococo=cat: M;source: ;
equinococosis=cat: F;source: ;
equinodermo=cat: A,M;source: ;
equipaje=cat: M;source: ;
equipal=cat: M;source: ;
equipamiento=cat: M;source: ;
equiparable=cat: A;source: ;
equiparación=cat: F;source: ;
equiparar=cat: VT;source: ;
equipar=cat: VT;source: ;
equipero, ra=cat: MF;source: ;
equipo=cat: M,LAdv;source: ;
equipolado=cat: ;source: ;
equipolencia=cat: F;source: ;
equipolente=cat: A;source: ;
equiponderancia=cat: F;source: ;
equiponderar=cat: VI,VT;source: ;
equipotencial=cat: A;source: ;
equipotente=cat: A;source: ;
equis=cat: A,F;source: ;
equisetáceo, a=cat: A,F;source: ;
equisetíneo, a=cat: A,F;source: ;
equiseto=cat: M;source: ;
equitación=cat: F;source: ;
equitador=cat: M;source: ;
equitativamente=cat: R;source: ;
equitativo, va=cat: A;source: ;
équite=cat: M;source: ;
equivalencia=cat: F;source: ;
equivalente=cat: A,M;source: ;
equivalentemente=cat: R;source: ;
equivaler=cat: VI;source: ;
equivocación=cat: F;source: ;
equivocadamente=cat: R;source: ;
equívocamente=cat: R;source: ;
equivocar=cat: VT,VP;source: ;
equivocidad=cat: F;source: ;
equívoco, ca=cat: A,M;source: ;
equivoquista=cat: ;source: ;
eradicativo, va=cat: A;source: ;
eraje=cat: M;source: ;
erala=cat: F;source: ;
eral=cat: M;source: ;
erar=cat: VT;source: ;
erario, ria=cat: A,M;source: ;
erasmiano, na=cat: A;source: ;
erasmismo=cat: M;source: ;
erasmista=cat: A;source: ;
erbio=cat: M;source: ;
ercavicense=cat: A;source: ;
ercer=cat: VT;source: ;
erebo=cat: M;source: ;
ere=cat: F;source: ;
erección=cat: F;source: ;
erecha=cat: F;source: ;
eréctil=cat: A;source: ;
erectilidad=cat: F;source: ;
erector, ra=cat: A;source: ;
erecto, ta=cat: A;source: ;
eremita=cat: M;source: ;
eremítico, ca=cat: A;source: ;
eremitorio=cat: M;source: ;
eretismo=cat: M;source: ;
erétrico, ca=cat: A;source: ;
ergástula=cat: F;source: ;
ergástulo=cat: M;source: ;
erg=cat: M;source: ;
ergio=cat: M;source: ;
ergo=cat: ;source: ;
ergometría=cat: F;source: ;
ergonomía=cat: F;source: ;
ergonómico, ca=cat: A;source: ;
ergonomista=cat: ;source: ;
ergónomo, ma=cat: MF;source: ;
ergoterapia=cat: F;source: ;
ergotina=cat: F;source: ;
ergotista=cat: A;source: ;
ergotizar=cat: VI;source: ;
erguén=cat: M;source: ;
erguimiento=cat: M;source: ;
erguir=cat: VT,VP;source: ;
ería=cat: A,F;source: ;
erial=cat: A;source: ;
eriazo, za=cat: A;source: ;
ericáceo, a=cat: A,F;source: ;
erigir=cat: VT;source: ;
erina=cat: F;source: ;
eringe=cat: F;source: ;
erío, a=cat: A;source: ;
-erio=cat: ;source: ;
eriotecnia=cat: F;source: ;
erisipela=cat: F;source: ;
erisipelar=cat: VT;source: ;
erisipelatoso, sa=cat: A;source: ;
erístico, ca=cat: A;source: ;
eritema=cat: M;source: ;
eritreo, a=cat: A;source: ;
eritro-=cat: ;source: ;
eritrocito=cat: M;source: ;
eritropoyesis=cat: F;source: ;
eritropoyetina=cat: F;source: ;
eritroxiláceo, a=cat: A,F;source: ;
eritroxíleo, a=cat: A;source: ;
erizado, da=cat: A;source: ;
erizamiento=cat: M;source: ;
erizar=cat: VT,VP;source: ;
erizo=cat: M;source: ;
erizón=cat: M;source: ;
ermador, ra=cat: A;source: ;
ermadura=cat: F;source: ;
ermamiento=cat: M;source: ;
ermar=cat: VT;source: ;
ermita=cat: F;source: ;
ermitaño, ña=cat: MF,M;source: ;
ermitorio=cat: M;source: ;
ermunio=cat: M;source: ;
ero=cat: M;source: ;
erogación=cat: F;source: ;
erogar=cat: VT;source: ;
erogatorio=cat: M;source: ;
erógeno, na=cat: A;source: ;
eros=cat: M;source: ;
erosionable=cat: A;source: ;
erosionar=cat: VT;source: ;
erosión=cat: F;source: ;
erosivo, va=cat: A;source: ;
erostratismo=cat: M;source: ;
erotema=cat: F;source: ;
erótico, ca=cat: A,F;source: ;
erotismo=cat: M;source: ;
erotización=cat: F;source: ;
erotizado, da=cat: A;source: ;
erotizante=cat: A;source: ;
erotizar=cat: VT;source: ;
erotógeno, na=cat: A;source: ;
erotomanía=cat: F;source: ;
erotómano, na=cat: A;source: ;
errabundo, da=cat: A;source: ;
erradamente=cat: R;source: ;
erradicación=cat: F;source: ;
erradicar=cat: VT;source: ;
erradizo, za=cat: A;source: ;
errado, da=cat: A,F;source: ;
erraj=cat: M;source: ;
errante=cat: A;source: ;
errar=cat: VI,VT;source: ;
errata=cat: F;source: ;
errático, ca=cat: A;source: ;
errátil=cat: A;source: ;
erreal=cat: M;source: ;
erro=cat: M;source: ;
errona=cat: F;source: ;
erróneamente=cat: R;source: ;
erróneo, a=cat: A;source: ;
error=cat: M;source: ;
ertzaina=cat: ;source: ;
ertzaintza=cat: F;source: ;
erubescencia=cat: F;source: ;
erubescente=cat: A;source: ;
eructación=cat: F;source: ;
eructar=cat: VI;source: ;
eructo=cat: M;source: ;
erudición=cat: F;source: ;
eruditamente=cat: R;source: ;
erudito, ta=cat: A,MF,M;source: ;
eruginoso, sa=cat: A;source: ;
erumnoso, sa=cat: A;source: ;
erupcionar=cat: VI;source: ;
erupción=cat: F;source: ;
eruptivo, va=cat: A;source: ;
erutación=cat: F;source: ;
erutar=cat: VI;source: ;
eruto=cat: M;source: ;
ervato=cat: M;source: ;
ervilla=cat: F;source: ;
esbajeradora=cat: F;source: ;
esbajerar=cat: VT;source: ;
esbarar=cat: VI;source: ;
esbardo=cat: M;source: ;
esbarizar=cat: VI;source: ;
ésbate=cat: I;source: ;
esbatimentar=cat: VI,VT;source: ;
esbatimento=cat: M;source: ;
esbelteza=cat: F;source: ;
esbeltez=cat: F;source: ;
esbelto, ta=cat: A;source: ;
esbirro=cat: M;source: ;
esblandecer=cat: VT;source: ;
esblencar=cat: VT;source: ;
esborregar=cat: VI,VP;source: ;
esbozar=cat: VT;source: ;
esbozo=cat: M;source: ;
esbrencar=cat: VT;source: ;
esbronce=cat: M;source: ;
escabechado, da=cat: A;source: ;
escabechar=cat: VT;source: ;
escabeche=cat: M;source: ;
escabechina=cat: F;source: ;
escabel=cat: M;source: ;
escabelo=cat: M;source: ;
escabinado=cat: M;source: ;
escabiosa=cat: A,F;source: ;
escabioso, sa=cat: A;source: ;
escabro=cat: M;source: ;
escabrosamente=cat: R;source: ;
escabrosearse=cat: VP;source: ;
escabrosidad=cat: F;source: ;
escabroso, sa=cat: A;source: ;
escabuchar=cat: VT;source: ;
escabuche=cat: M;source: ;
escabullar=cat: VT;source: ;
escabullimiento=cat: M;source: ;
escabullir=cat: VI,VP;source: ;
escacado, da=cat: A;source: ;
esca=cat: F;source: ;
escachar=cat: VT,VP;source: ;
escacharrar=cat: VT;source: ;
escachifollar=cat: VT;source: ;
escaecer=cat: VI;source: ;
escaencia=cat: F;source: ;
escafandra=cat: F;source: ;
escafandro=cat: M;source: ;
escafilar=cat: VT;source: ;
escafoides=cat: M;source: ;
escagarruzarse=cat: VP;source: ;
escajo=cat: M;source: ;
escajocote=cat: M;source: ;
escalable=cat: A;source: ;
escalaborne=cat: M;source: ;
escalabrar=cat: VT;source: ;
escala=cat: F,LAdv;source: ;
escalado, da=cat: A,F;source: ;
escalador, ra=cat: A,M;source: ;
escalafón=cat: M;source: ;
escalamiento=cat: M;source: ;
escálamo=cat: M;source: ;
escaldado, da=cat: A,F;source: ;
escaldadura=cat: F;source: ;
escaldar=cat: VT,VP;source: ;
escaldo=cat: M;source: ;
escaldrido, da=cat: A;source: ;
escaldufar=cat: VT;source: ;
escalecer=cat: VT;source: ;
escaleno=cat: A;source: ;
escalentador=cat: M;source: ;
escalentamiento=cat: M;source: ;
escalentar=cat: VI,VT;source: ;
escalera=cat: F,LAdj;source: ;
escalerilla=cat: F,LAdv;source: ;
escalerón=cat: M;source: ;
escaleta=cat: F;source: ;
escalfado, da=cat: A;source: ;
escalfador=cat: M;source: ;
escalfamiento=cat: M;source: ;
escalfar=cat: VT;source: ;
escalfarote=cat: M;source: ;
escalfecerse=cat: VP;source: ;
escalfeta=cat: F;source: ;
escaliar=cat: VT;source: ;
escalinata=cat: F;source: ;
escalio=cat: M;source: ;
escalivada=cat: F;source: ;
escalivar=cat: VT;source: ;
escalla=cat: M;source: ;
escalmo=cat: M;source: ;
escalo=cat: M;source: ;
escalofriado, da=cat: A;source: ;
escalofriante=cat: A;source: ;
escalofriar=cat: VT;source: ;
escalofrío=cat: M;source: ;
escalona=cat: F;source: ;
escalonado, da=cat: A;source: ;
escalonamiento=cat: M;source: ;
escalonar=cat: VT;source: ;
escalón=cat: M,LAdv;source: ;
escalonia=cat: F;source: ;
escaloña=cat: F;source: ;
escalope=cat: M;source: ;
escalpelo=cat: M;source: ;
escalplo=cat: M;source: ;
escama=cat: F;source: ;
escamada=cat: F;source: ;
escamado=cat: M;source: ;
escamadura=cat: F;source: ;
escamante=cat: A;source: ;
escamar=cat: VT;source: ;
escambronal=cat: M;source: ;
escambrón=cat: M;source: ;
escamel=cat: M;source: ;
escamiforme=cat: A;source: ;
escamochar=cat: VT;source: ;
escamochear=cat: VI;source: ;
escamoche=cat: M;source: ;
escamocho=cat: M;source: ;
escamol=cat: M;source: ;
escamole=cat: M;source: ;
escamonda=cat: F;source: ;
escamondadura=cat: F;source: ;
escamondar=cat: VT;source: ;
escamondo=cat: M;source: ;
escamonea=cat: F;source: ;
escamoneado, da=cat: A;source: ;
escamonearse=cat: VP;source: ;
escamón, na=cat: A;source: ;
escamoso, sa=cat: A,M;source: ;
escamotar=cat: VT;source: ;
escamoteador, ra=cat: A;source: ;
escamotear=cat: VT;source: ;
escamoteo=cat: M;source: ;
escampado, da=cat: A,F;source: ;
escampamento=cat: M;source: ;
escampar=cat: VI,VT;source: ;
escampavía=cat: F;source: ;
escampilla=cat: F;source: ;
escampo=cat: M;source: ;
escamudo, da=cat: A;source: ;
escamujar=cat: VT;source: ;
escamujo=cat: M;source: ;
escancia=cat: F;source: ;
escanciador, ra=cat: A;source: ;
escanciano=cat: M;source: ;
escanciar=cat: VI,VT;source: ;
escanda=cat: F;source: ;
escandalar=cat: M;source: ;
escandalera=cat: F;source: ;
escandalizador, ra=cat: A;source: ;
escandalizar=cat: VT,VP;source: ;
escandalizativo, va=cat: A;source: ;
escandallar=cat: VT;source: ;
escandallo=cat: M;source: ;
escándalo=cat: M;source: ;
escandalosamente=cat: R;source: ;
escandaloso, sa=cat: A,F;source: ;
escandelar=cat: M;source: ;
escandia=cat: F;source: ;
escandinavo, va=cat: A;source: ;
escandio=cat: M;source: ;
escandir=cat: VT;source: ;
escanear=cat: VT;source: ;
escáner=cat: M;source: ;
escanilla=cat: F;source: ;
escanógrafo=cat: M;source: ;
escanograma=cat: M;source: ;
escansión=cat: F;source: ;
escantador, ra=cat: A;source: ;
escantar=cat: VT;source: ;
escantillar=cat: VT;source: ;
escantillón=cat: M;source: ;
escaña=cat: F;source: ;
escañarse=cat: VP;source: ;
escañero=cat: M;source: ;
escañeto=cat: M;source: ;
escañil=cat: M;source: ;
escaño=cat: M;source: ;
escañuelo=cat: M;source: ;
escapado, da=cat: A,R,F,LAdv;source: ;
escapamiento=cat: M;source: ;
escaparate=cat: M;source: ;
escaparatismo=cat: M;source: ;
escaparatista=cat: ;source: ;
escapar=cat: VI,VT,VP;source: ;
escapatoria=cat: F;source: ;
escape=cat: M,LAdv;source: ;
escapero, ra=cat: MF;source: ;
escapismo=cat: M;source: ;
escapista=cat: A;source: ;
escapo=cat: M;source: ;
escápula=cat: F;source: ;
escapulario=cat: M;source: ;
escaqueado, da=cat: A;source: ;
escaquear=cat: VT,VP;source: ;
escaque=cat: M;source: ;
escaqueo=cat: M;source: ;
escarabaja=cat: F;source: ;
escarabajear=cat: VI;source: ;
escarabajeo=cat: M;source: ;
escarabajo=cat: M;source: ;
escarabajuelo=cat: M;source: ;
escara=cat: F;source: ;
escaramucear=cat: VI;source: ;
escaramujo=cat: M;source: ;
escaramuza=cat: F;source: ;
escaramuzador, ra=cat: MF;source: ;
escaramuzar=cat: VI;source: ;
escarapela=cat: F;source: ;
escarapelar=cat: VI,VP;source: ;
escarapulla=cat: F;source: ;
escarar=cat: VT;source: ;
escarbadero=cat: M;source: ;
escarbadientes=cat: M;source: ;
escarbador, ra=cat: A,M;source: ;
escarbadura=cat: F;source: ;
escarbaorejas=cat: M;source: ;
escarbar=cat: VT;source: ;
escarbillos=cat: M;source: ;
escarbo=cat: M;source: ;
escarcear=cat: VI,VT;source: ;
escarcela=cat: F;source: ;
escarceo=cat: M;source: ;
escarcha=cat: F;source: ;
escarchado, da=cat: A,M,F;source: ;
escarchar=cat: VI,VT;source: ;
escarche=cat: M;source: ;
escarcho=cat: M;source: ;
escarcina=cat: F;source: ;
escarcinazo=cat: M;source: ;
escarcuñar=cat: VT;source: ;
escarda=cat: F;source: ;
escardadera=cat: F;source: ;
escardador, ra=cat: MF;source: ;
escardadura=cat: F;source: ;
escardar=cat: VT;source: ;
escardilla=cat: F;source: ;
escardillar=cat: VT;source: ;
escardillo=cat: M;source: ;
escarearse=cat: VP;source: ;
escariador=cat: M;source: ;
escariar=cat: VT;source: ;
escarificación=cat: F;source: ;
escarificada=cat: ;source: ;
escarificador=cat: M;source: ;
escarificar=cat: VT;source: ;
escarioso, sa=cat: A;source: ;
escarizar=cat: VT;source: ;
escarlador=cat: M;source: ;
escarlata=cat: F;source: ;
escarlatina=cat: F;source: ;
escarlatín=cat: M;source: ;
escarlatinoso, sa=cat: A;source: ;
escarmenador=cat: M;source: ;
escarmenar=cat: VT;source: ;
escarmentado, da=cat: A;source: ;
escarmentar=cat: VI,VT;source: ;
escarmiento=cat: M;source: ;
escarnar=cat: VT;source: ;
escarnecedor, ra=cat: A;source: ;
escarnecer=cat: VT;source: ;
escarnecidamente=cat: R;source: ;
escarnecimiento=cat: M;source: ;
escarnidor, ra=cat: A,M;source: ;
escarnio=cat: M;source: ;
escaro=cat: M;source: ;
escarola=cat: F;source: ;
escarolado, da=cat: A;source: ;
escarolar=cat: VT;source: ;
escarótico, ca=cat: A;source: ;
escarpa=cat: F;source: ;
escarpado, da=cat: A;source: ;
escarpadura=cat: F;source: ;
escarpelo=cat: M;source: ;
escarpia=cat: F;source: ;
escarpiador=cat: M;source: ;
escarpiar=cat: VT;source: ;
escarpidor=cat: M;source: ;
escarpín=cat: M;source: ;
escarpión=cat: LAdv;source: ;
escarramanado, da=cat: A;source: ;
escarramán=cat: M;source: ;
escarramanchones=cat: LAdv;source: ;
escarrancharse=cat: VP;source: ;
escarrio=cat: M;source: ;
escartivana=cat: F;source: ;
escarza=cat: F;source: ;
escarzador=cat: M;source: ;
escarzano=cat: ;source: ;
escarzar=cat: VT;source: ;
escarzo=cat: M;source: ;
escasamente=cat: R;source: ;
escás=cat: M;source: ;
escasear=cat: VI,VT;source: ;
escasero, ra=cat: A;source: ;
escaseza=cat: F;source: ;
escasez=cat: F;source: ;
escaso, sa=cat: A;source: ;
escatima=cat: F;source: ;
escatimar=cat: VT;source: ;
escatimosamente=cat: R;source: ;
escatimoso, sa=cat: A;source: ;
escatofagia=cat: F;source: ;
escatófago, ga=cat: A;source: ;
escatófilo=cat: A;source: ;
escatológico1, ca=cat: A;source: ;
es-=cat: ;source: ;
escaupil=cat: M;source: ;
escavador, ra=cat: A;source: ;
escavanar=cat: VT;source: ;
escavar=cat: VT;source: ;
escavillar=cat: VT;source: ;
escavillo=cat: M;source: ;
escay=cat: M;source: ;
escayola=cat: F;source: ;
escayolar=cat: VT;source: ;
escayolista=cat: ;source: ;
escelerado, da=cat: A;source: ;
escena=cat: F;source: ;
escenario=cat: M;source: ;
escénico, ca=cat: A;source: ;
escenificable=cat: A;source: ;
escenificación=cat: F;source: ;
escenificar=cat: VT;source: ;
escenografía=cat: F;source: ;
escenográficamente=cat: R;source: ;
escenográfico, ca=cat: A;source: ;
escenógrafo, fa=cat: A;source: ;
escepticismo=cat: M;source: ;
escéptico, ca=cat: A;source: ;
escibar=cat: VT;source: ;
escible=cat: A;source: ;
esciencia=cat: F;source: ;
esciente=cat: A;source: ;
escientemente=cat: R;source: ;
escifozoo=cat: A,M;source: ;
escíncido=cat: A,M;source: ;
escinco=cat: M;source: ;
escindible=cat: A;source: ;
escindir=cat: VT;source: ;
escintilación=cat: F;source: ;
escintilador, ra=cat: A;source: ;
escintilar=cat: VI;source: ;
escintilómetro=cat: M;source: ;
escirro=cat: M;source: ;
escirroso, sa=cat: A;source: ;
escisión=cat: F;source: ;
escita=cat: A;source: ;
escítico, ca=cat: A;source: ;
esclafar=cat: VT;source: ;
esclarea=cat: F;source: ;
esclarecedor, ra=cat: A;source: ;
esclarecer=cat: VI,VT;source: ;
esclarecidamente=cat: R;source: ;
esclarecido, da=cat: A;source: ;
esclarecimiento=cat: M;source: ;
esclavina=cat: F;source: ;
esclavista=cat: A;source: ;
esclavitud=cat: F;source: ;
esclavización=cat: F;source: ;
esclavizar=cat: VT;source: ;
esclavonía=cat: F;source: ;
esclavonio, nia=cat: A;source: ;
esclavón, na=cat: A;source: ;
esclavo, va=cat: A,MF,M,F;source: ;
esclero-=cat: ;source: ;
esclerodermia=cat: F;source: ;
esclerómetro=cat: M;source: ;
escleroproteína=cat: F;source: ;
esclerosado, da=cat: A;source: ;
esclerosar=cat: VT,VP;source: ;
esclerósico, ca=cat: A;source: ;
esclerosis=cat: F;source: ;
escleroso, sa=cat: A;source: ;
esclerótico, ca=cat: A,F;source: ;
esclerotización=cat: F;source: ;
esclerotizar=cat: VT;source: ;
esclisiado, da=cat: A;source: ;
esclusa=cat: F;source: ;
